,"('Ala', 'Zmax')","('Ala', 'Zmin')","('Ser', 'Zmax')","('Ser', 'Zmin')","('Gly', 'Zmax')","('Gly', 'Zmin')"
982,10,1,12,3,7,1
983,10,1,12,2,7,1
984,10,1,12,2,7,1
985,10,1,12,3,7,1
986,10,1,12,3,7,1
987,10,1,12,3,7,1
988,10,1,12,2,7,1
989,10,3,12,3,7,1
990,10,3,12,3,7,1
991,10,2,12,2,7,1
992,10,2,12,3,7,1
993,10,2,12,3,7,2
994,10,2,12,3,7,1
995,10,2,12,3,7,1
996,10,2,12,2,7,1
997,10,2,12,3,7,1
998,10,2,12,2,7,1
999,10,2,12,3,7,1
1000,10,2,12,3,8,1
1001,10,2,12,3,8,1
1002,10,2,12,3,10,1
1003,10,2,12,2,12,1
1004,10,2,12,3,12,1
1005,10,2,12,3,12,1
1006,10,2,12,3,12,1
1007,10,2,12,3,12,1
1008,10,2,12,2,12,1
1009,10,2,12,2,12,1
1010,10,2,12,3,12,1
1011,10,2,12,3,12,1
1012,10,1,12,2,12,1
1013,10,1,12,2,12,1
1014,10,1,12,2,12,1
1015,10,1,12,2,12,1
1016,10,1,12,3,11,2
1017,10,1,12,2,11,2
1018,10,1,12,2,12,1
1019,10,1,12,3,12,2
1020,10,1,12,3,12,1
1021,10,1,12,3,10,1
1022,10,1,11,3,12,1
1023,10,1,11,3,12,1
1024,10,1,12,2,12,1
1025,10,3,12,3,10,3
1026,10,3,12,3,12,1
1027,10,1,12,3,11,1
1028,10,1,11,3,10,1
1029,10,1,12,3,12,2
1030,10,1,11,3,12,1
1031,10,1,11,3,12,5
1032,10,1,12,3,12,5
1033,10,1,12,3,12,2
1034,10,3,12,3,12,4
1035,10,1,11,3,11,1
1036,11,1,11,3,12,1
1037,10,1,12,3,12,1
1038,10,1,11,2,10,5
1039,10,1,12,3,12,1
1040,10,1,12,2,12,1
1041,11,1,12,3,12,1
1042,10,3,11,3,12,1
1043,10,1,12,2,12,1
1044,10,1,12,3,12,1
1045,10,1,12,3,12,1
1046,10,1,11,3,12,5
1047,10,3,12,2,12,1
1048,10,1,11,2,12,1
1049,10,1,12,3,10,5
1050,10,1,12,3,12,1
1051,10,1,12,3,10,1
1052,10,1,12,3,12,2
1053,10,1,12,3,12,2
1054,10,3,12,3,12,1
1055,10,1,12,3,12,1
1056,10,1,12,3,12,1
1057,10,1,12,3,12,1
1058,10,1,12,3,12,1
1059,10,1,12,3,12,1
1060,10,1,12,2,12,3
1061,10,3,11,3,12,1
1062,10,1,11,3,11,2
1063,10,1,12,3,10,1
1064,10,1,12,3,12,2
1065,11,1,12,3,11,1
1066,12,1,11,3,12,1
1067,11,2,12,2,12,1
1068,12,3,11,2,11,1
1069,9,3,12,3,12,2
1070,12,1,12,3,11,1
1071,9,3,12,3,12,1
1072,9,1,11,3,6,1
1073,9,3,12,3,6,1
1074,12,3,11,3,6,2
1075,10,1,12,3,12,2
1076,10,1,12,2,12,2
1077,12,1,10,3,12,2
1078,9,1,11,3,12,1
1079,12,3,11,3,6,2
1080,12,1,11,3,12,1
1081,9,1,11,3,6,1
1082,10,1,12,3,6,1
1083,9,1,12,3,12,1
1084,12,1,12,2,12,1
1085,12,1,12,3,12,1
1086,12,1,12,2,12,1
1087,9,1,12,3,11,1
1088,12,1,12,2,11,1
1089,12,1,12,3,12,1
1090,12,1,12,2,11,1
1091,12,1,12,3,12,1
1092,12,1,12,3,12,2
1093,12,1,12,3,10,2
1094,12,1,12,2,12,1
1095,10,1,12,2,12,1
1096,11,1,12,3,12,1
1097,10,1,12,2,12,1
1098,10,1,12,2,12,1
1099,10,1,12,2,12,1
1100,12,1,12,2,12,1
1101,12,1,12,2,10,1
1102,10,1,12,2,10,1
1103,12,1,12,3,10,1
1104,10,1,12,2,12,1
1105,10,1,12,2,11,1
1106,10,1,12,2,10,1
1107,10,1,11,2,9,1
1108,11,1,12,2,9,1
1109,10,1,11,2,8,1
1110,11,3,11,2,9,1
1111,11,1,12,2,10,1
1112,10,1,12,2,10,1
1113,11,1,12,2,10,1
1114,10,1,12,2,10,1
1115,11,3,12,2,12,1
1116,12,3,12,2,10,1
1117,12,3,12,2,10,1
1118,12,3,12,2,10,1
1119,11,1,12,2,10,1
1120,10,3,12,2,10,1
1121,10,3,12,2,10,1
1122,11,3,12,2,12,1
1123,10,3,12,3,10,1
1124,10,3,12,3,10,1
1125,10,3,11,2,10,1
1126,10,3,12,2,10,1
1127,12,3,12,2,10,1
1128,10,1,12,2,10,1
1129,11,3,12,2,12,3
1130,11,3,12,2,11,3
1131,10,3,12,2,11,3
1132,10,2,12,2,10,3
1133,10,2,12,2,12,1
1134,11,2,12,2,10,1
1135,11,2,12,3,12,1
1136,11,2,12,2,10,1
1137,12,2,12,2,10,2
1138,12,2,12,2,10,1
1139,12,2,12,2,10,1
1140,10,2,12,2,10,1
1141,12,2,12,2,10,1
1142,12,2,12,2,10,1
1143,10,2,12,2,10,1
1144,10,2,12,2,10,2
1145,10,2,12,2,11,2
1146,10,2,12,2,10,2
1147,10,2,12,2,9,2
1148,10,2,12,2,10,2
1149,10,2,12,2,10,1
1150,10,2,12,2,10,2
1151,10,2,12,2,10,3
1152,10,2,12,2,9,2
1153,10,2,12,2,10,2
1154,10,2,12,2,10,2
1155,10,2,12,2,10,2
1156,10,2,12,2,10,3
1157,12,2,12,2,12,3
1158,10,2,12,2,12,1
1159,10,3,12,2,11,3
1160,12,2,12,2,12,4
1161,10,2,12,2,10,3
1162,12,2,12,2,12,2
1163,10,2,12,2,12,3
1164,10,2,12,2,11,3
1165,12,2,12,2,12,2
1166,10,2,12,2,12,2
1167,12,2,12,2,12,3
1168,10,3,12,2,12,3
1169,10,2,12,2,12,3
1170,10,2,12,2,12,3
1171,12,2,12,2,12,3
1172,12,2,12,2,12,1
1173,12,2,12,2,10,2
1174,12,2,12,2,9,2
1175,12,1,12,2,9,1
1176,12,1,12,2,9,1
1177,12,2,12,2,9,1
1178,12,2,12,2,8,1
1179,12,2,12,2,8,1
1180,12,2,12,2,12,1
1181,12,2,12,2,12,1
1182,12,2,12,2,12,1
1183,12,2,12,2,12,1
1184,12,2,12,2,12,1
1185,12,3,12,2,12,1
1186,12,2,12,2,12,1
1187,12,2,12,2,12,1
1188,12,2,12,2,12,1
1189,12,2,12,2,12,1
1190,12,2,12,2,12,1
1191,12,2,12,2,12,1
1192,12,2,12,2,12,1
1193,12,2,12,2,12,1
1194,12,2,12,2,12,1
1195,12,2,12,2,12,1
1196,12,2,12,2,12,1
1197,12,2,12,2,12,1
1198,12,2,12,2,12,1
1199,12,2,12,2,12,1
1200,12,2,12,2,12,1
1201,12,2,12,2,12,2
1202,12,2,12,2,12,2
1203,12,2,12,2,12,2
1204,12,2,12,2,12,1
1205,12,2,12,2,12,2
1206,12,2,12,2,12,2
1207,12,2,12,2,12,2
1208,12,2,12,2,12,5
1209,12,2,12,2,12,2
1210,12,2,12,2,12,2
1211,12,2,12,2,12,2
1212,12,2,12,2,12,2
1213,12,2,12,2,12,2
1214,12,2,12,2,12,1
1215,12,1,12,2,12,1
1216,12,2,12,2,12,1
1217,12,2,12,2,12,5
1218,12,3,12,2,12,5
1219,12,2,12,2,12,5
1220,12,2,12,2,12,5
1221,12,2,12,2,12,5
1222,12,2,12,2,12,5
1223,12,2,12,2,12,5
1224,12,2,12,2,11,5
1225,12,2,12,2,12,1
1226,12,2,12,2,12,5
1227,12,2,12,2,12,6
1228,12,2,12,2,12,5
1229,12,2,12,2,12,5
1230,12,2,12,2,12,5
1231,12,2,12,2,12,5
1232,12,2,12,2,12,5
1233,12,2,12,2,12,5
1234,12,2,12,2,12,5
1235,12,2,12,2,12,5
1236,12,2,12,2,12,1
1237,12,2,12,2,12,1
1238,12,2,12,2,12,5
1239,12,2,12,2,12,1
1240,12,2,12,2,12,5
1241,12,2,12,2,12,5
1242,12,2,12,2,12,5
1243,12,2,12,2,12,1
1244,12,2,12,2,12,5
1245,12,2,12,2,12,5
1246,12,2,12,2,12,1
1247,12,2,12,2,12,5
1248,10,2,12,2,12,1
1249,10,2,12,2,12,1
1250,12,2,12,2,10,1
1251,12,2,12,2,11,1
1252,10,2,12,2,12,1
1253,12,2,12,2,12,1
1254,12,2,12,2,12,1
1255,12,2,12,2,12,1
1256,12,2,12,2,12,1
1257,12,2,12,2,12,1
1258,12,2,12,2,12,1
1259,12,2,12,2,12,1
1260,12,2,12,2,12,1
1261,12,2,12,2,12,1
1262,12,2,12,2,12,1
1263,12,2,12,2,12,1
1264,12,2,12,2,12,1
1265,12,2,12,2,12,1
1266,12,2,12,2,12,1
1267,12,2,12,2,12,1
1268,12,2,12,2,12,1
1269,12,2,12,2,12,1
1270,12,2,12,2,12,1
1271,12,2,12,2,12,1
1272,12,2,12,2,12,1
1273,12,2,12,2,12,1
1274,12,2,12,2,12,1
1275,12,2,12,2,12,1
1276,12,2,12,2,12,1
1277,12,2,12,2,12,1
1278,12,1,12,2,12,1
1279,12,2,12,2,12,1
1280,12,2,12,2,12,1
1281,12,2,12,2,12,1
1282,12,1,12,2,12,1
1283,12,1,12,2,12,1
1284,12,2,12,2,12,1
1285,12,1,12,2,12,3
1286,12,1,12,2,12,3
1287,12,1,12,2,12,3
1288,12,1,12,2,12,1
1289,12,1,12,2,12,3
1290,12,1,12,2,10,4
1291,12,1,12,2,9,3
1292,12,1,12,2,9,3
1293,12,1,12,2,9,3
1294,12,1,12,2,9,3
1295,12,1,12,2,9,3
1296,12,1,12,2,9,3
1297,12,1,12,2,9,3
1298,12,1,12,2,9,3
1299,12,2,12,2,9,3
1300,12,2,12,2,9,3
1301,10,2,12,2,9,3
1302,12,2,12,2,9,3
1303,12,3,12,2,9,3
1304,12,2,12,2,12,3
1305,12,2,12,2,12,3
1306,12,2,12,2,8,3
1307,12,3,12,2,12,1
1308,12,2,12,2,8,3
1309,12,2,12,2,8,3
1310,12,2,12,2,12,2
1311,12,2,12,2,8,2
1312,12,2,12,2,12,2
1313,12,3,12,2,12,2
1314,12,2,12,2,8,2
1315,12,2,12,2,12,4
1316,12,2,12,2,12,1
1317,12,2,12,2,9,1
1318,12,2,12,2,9,2
1319,12,2,12,2,12,2
1320,12,2,12,2,12,3
1321,12,2,11,2,12,1
1322,12,2,12,2,12,2
1323,12,2,12,2,12,2
1324,12,2,12,2,12,2
1325,12,2,12,2,12,3
1326,12,2,12,2,10,3
1327,12,2,12,2,10,1
1328,12,2,12,2,12,3
1329,12,2,12,2,11,4
1330,12,2,12,2,10,4
1331,12,2,12,2,10,1
1332,12,3,12,2,12,1
1333,12,3,12,2,7,1
1334,12,2,12,2,7,1
1335,12,2,12,2,12,2
1336,12,2,12,2,12,2
1337,12,2,12,2,12,1
1338,12,3,12,2,12,3
1339,12,3,12,2,12,4
1340,12,2,12,2,12,2
1341,12,2,12,2,12,2
1342,12,2,12,2,12,2
1343,12,2,11,2,12,2
1344,12,2,12,2,12,2
1345,12,2,12,2,12,2
1346,12,2,12,2,12,2
1347,12,2,12,2,12,2
1348,12,3,12,2,11,2
1349,12,2,12,2,12,2
1350,12,2,12,2,12,2
1351,12,2,12,2,12,2
1352,12,2,12,2,12,2
1353,12,2,12,2,12,2
1354,12,2,12,2,12,2
1355,12,2,12,1,12,1
1356,12,2,12,1,12,1
1357,12,3,12,1,12,1
1358,12,2,12,1,12,1
1359,12,2,12,1,12,1
1360,12,2,12,1,12,1
1361,12,2,12,1,12,2
1362,12,2,12,1,12,1
1363,12,2,12,1,12,1
1364,12,2,12,1,12,1
1365,12,2,12,1,12,1
1366,12,2,12,1,12,1
1367,12,2,12,1,12,1
1368,12,2,12,1,12,1
1369,12,2,12,1,12,1
1370,12,2,12,1,12,3
1371,12,2,12,1,11,3
1372,12,2,12,1,12,3
1373,12,2,12,1,10,3
1374,12,2,12,1,10,3
1375,12,2,12,1,10,3
1376,12,2,12,1,11,3
1377,12,2,12,1,10,3
1378,12,1,12,1,12,3
1379,12,1,12,1,10,3
1380,12,2,12,1,12,3
1381,12,2,12,1,10,3
1382,12,2,12,1,12,3
1383,12,2,12,1,12,3
1384,12,2,12,1,12,3
1385,12,2,12,1,12,4
1386,12,2,12,1,12,3
1387,12,2,12,1,12,1
1388,12,2,12,1,12,1
1389,12,2,12,1,12,1
1390,12,2,12,1,12,3
1391,12,2,12,1,12,1
1392,12,2,12,1,12,1
1393,12,2,12,1,12,3
1394,12,1,12,1,12,1
1395,12,2,12,1,12,1
1396,12,2,12,1,12,1
1397,12,2,12,1,12,1
1398,12,2,12,1,12,5
1399,12,2,12,1,9,5
1400,12,2,12,1,12,5
1401,12,2,12,1,12,5
1402,12,2,12,1,12,5
1403,12,2,12,1,12,5
1404,12,2,12,1,12,1
1405,12,2,12,1,12,1
1406,12,2,12,1,12,1
1407,12,2,12,1,12,1
1408,12,2,12,1,12,1
1409,12,2,12,1,9,1
1410,12,2,12,1,9,4
1411,12,2,11,1,11,5
1412,12,2,11,1,11,5
1413,12,2,11,1,10,6
1414,12,2,12,1,9,6
1415,12,2,11,1,11,5
1416,12,2,12,1,10,1
1417,12,2,12,1,9,5
1418,12,2,11,1,12,1
1419,12,2,12,1,9,4
1420,12,2,12,1,9,1
1421,12,2,12,1,9,2
1422,12,2,12,1,9,4
1423,12,2,12,1,9,5
1424,12,2,12,1,9,5
1425,12,2,12,1,11,5
1426,12,2,12,1,12,5
1427,12,2,12,1,12,5
1428,12,2,12,1,12,1
1429,12,2,12,1,12,5
1430,12,2,12,1,12,1
1431,12,2,12,1,12,1
1432,12,2,12,1,12,5
1433,12,2,12,1,12,1
1434,12,2,12,1,12,4
1435,12,2,12,1,12,1
1436,12,2,12,1,12,4
1437,12,2,12,1,11,4
1438,12,2,12,1,10,1
1439,12,2,12,1,12,1
1440,12,1,12,1,12,1
1441,12,2,12,1,12,1
1442,12,1,11,1,12,1
1443,12,1,12,1,12,4
1444,12,1,12,1,12,1
1445,12,1,12,1,12,1
1446,12,1,12,1,12,6
1447,12,1,12,1,12,1
1448,12,1,11,1,12,1
1449,12,1,12,1,12,1
1450,12,1,12,1,12,4
1451,12,1,11,1,12,6
1452,12,1,12,1,12,6
1453,12,1,11,1,12,6
1454,12,1,11,1,12,6
1455,12,1,12,1,12,6
1456,12,1,11,1,12,6
1457,12,4,12,1,12,6
1458,12,4,11,1,12,1
1459,12,3,12,1,12,1
1460,12,4,12,1,12,1
1461,12,4,12,1,12,6
1462,12,3,12,1,12,6
1463,12,4,12,1,12,6
1464,12,4,12,1,12,6
1465,11,3,12,1,12,1
1466,12,1,12,1,12,4
1467,12,1,12,1,12,1
1468,12,1,11,1,12,1
1469,12,1,12,1,12,1
1470,12,1,11,1,12,1
1471,12,1,11,1,12,1
1472,12,4,11,1,12,4
1473,12,4,11,1,12,5
1474,12,4,11,1,9,1
1475,12,3,11,1,12,1
1476,12,4,12,1,12,1
1477,12,1,10,1,12,3
1478,12,1,10,1,12,1
1479,12,3,10,1,12,2
1480,12,3,11,1,12,1
1481,12,4,11,1,12,1
1482,12,4,10,1,12,1
1483,11,3,11,1,12,3
1484,11,3,11,1,12,2
1485,12,4,10,1,12,1
1486,12,5,11,1,12,3
1487,12,4,11,1,12,1
1488,12,4,11,1,12,1
1489,12,1,11,1,12,1
1490,12,4,11,1,12,3
1491,12,1,10,1,12,1
1492,12,3,11,1,12,2
1493,12,3,10,1,12,3
1494,12,3,11,1,11,1
1495,12,3,11,1,12,1
1496,12,3,11,1,12,2
1497,12,3,11,1,12,1
1498,12,1,10,1,12,1
1499,12,1,11,1,12,1
1500,12,1,11,1,12,1
1501,12,1,10,1,10,1
1502,12,1,10,1,12,1
1503,12,1,11,1,7,1
1504,12,1,10,1,9,2
1505,12,1,11,1,12,1
1506,12,1,11,1,12,1
1507,12,1,11,1,12,4
1508,12,1,11,1,12,4
1509,12,1,11,1,12,6
1510,12,4,10,1,12,1
1511,12,4,11,1,12,1
1512,12,4,11,1,12,1
1513,12,4,11,1,12,1
1514,12,4,11,1,12,1
1515,12,4,11,1,12,1
1516,12,1,10,1,12,1
1517,12,1,11,1,12,1
1518,12,1,11,1,12,1
1519,12,1,10,1,12,1
1520,12,1,10,1,12,1
1521,12,4,11,1,7,1
1522,12,1,11,1,9,12
1523,12,1,11,1,7,12
1524,12,3,10,1,6,1
1525,12,1,11,1,6,1
1526,12,1,11,1,7,1
1527,12,1,11,1,7,1
1528,12,1,10,1,9,1
1529,12,4,11,2,9,1
1530,12,3,11,2,7,1
1531,12,4,11,1,7,1
1532,12,3,11,2,9,12
1533,12,3,8,2,8,12
1534,12,3,10,1,6,2
1535,12,3,10,2,7,1
1536,12,3,11,2,6,12
1537,12,3,11,2,8,2
1538,12,4,8,2,7,1
1539,12,1,11,2,7,1
1540,12,1,8,2,7,1
1541,12,1,10,2,9,1
1542,12,1,10,2,9,2
1543,12,1,11,2,7,1
1544,12,1,11,2,7,12
1545,12,1,10,2,7,12
1546,12,1,11,2,7,12
1547,12,1,10,2,7,2
1548,12,1,10,2,7,1
1549,12,1,11,2,7,12
1550,12,1,10,2,7,12
1551,12,1,11,2,7,12
1552,12,1,11,2,7,2
1553,12,1,8,2,6,2
1554,12,1,11,2,7,1
1555,12,1,10,4,7,1
1556,12,1,10,2,7,1
1557,12,1,11,2,9,12
1558,12,1,10,2,9,2
1559,12,1,10,2,7,12
1560,12,1,11,2,7,1
1561,12,1,10,2,7,12
1562,12,1,10,2,7,2
1563,12,1,11,2,7,12
1564,12,1,11,2,7,1
1565,12,1,10,2,7,12
1566,12,1,10,2,7,12
1567,12,1,12,2,7,12
1568,12,1,10,2,7,1
1569,12,1,11,2,6,1
1570,12,1,10,2,7,1
1571,12,1,10,2,8,12
1572,12,1,10,2,9,12
1573,12,1,10,2,9,12
1574,12,1,11,2,8,12
1575,12,1,10,2,6,12
1576,12,1,10,1,6,12
1577,12,1,10,2,6,12
1578,12,1,10,2,6,12
1579,12,1,10,1,6,12
1580,12,1,10,2,6,12
1581,12,1,10,2,6,12
1582,12,1,8,1,6,12
1583,12,1,11,2,7,12
1584,12,1,12,1,7,12
1585,12,1,10,1,8,12
1586,12,1,10,1,7,1
1587,12,1,10,1,7,12
1588,12,1,11,1,7,12
1589,12,1,10,1,7,12
1590,12,1,11,1,7,12
1591,12,1,11,1,7,12
1592,12,1,11,1,7,12
1593,12,1,10,1,7,12
1594,12,1,10,1,7,12
1595,12,1,11,1,7,12
1596,12,1,11,1,7,12
1597,12,1,11,1,7,1
1598,12,1,10,1,7,1
1599,12,1,10,1,7,12
1600,12,1,10,1,7,12
1601,12,1,11,1,7,12
1602,12,1,11,1,7,12
1603,12,1,11,1,7,12
1604,12,1,11,1,7,12
1605,12,1,10,1,7,12
1606,12,2,10,1,7,1
1607,12,2,11,1,7,1
1608,12,2,11,1,7,1
1609,12,2,11,1,7,1
1610,12,3,10,1,7,1
1611,12,2,11,1,7,1
1612,12,2,10,1,7,1
1613,12,3,10,1,7,12
1614,12,3,11,1,7,1
1615,12,2,10,1,7,12
1616,12,3,11,1,7,12
1617,12,1,11,1,7,12
1618,12,3,11,1,7,12
1619,12,3,10,1,7,12
1620,12,3,10,1,7,12
1621,12,1,10,1,7,12
1622,12,3,11,1,7,12
1623,12,3,11,1,7,1
1624,12,3,11,1,7,1
1625,12,1,11,1,7,1
1626,12,1,10,1,7,1
1627,12,3,11,1,7,3
1628,12,1,11,1,7,1
1629,12,3,11,1,8,1
1630,12,3,10,1,7,1
1631,12,1,11,1,7,12
1632,12,3,11,1,7,12
1633,12,1,10,1,7,12
1634,12,3,10,1,7,12
1635,12,3,11,1,7,3
1636,12,3,10,1,7,12
1637,12,3,11,1,7,12
1638,12,1,11,1,7,12
1639,12,1,11,1,7,12
1640,12,1,11,1,7,12
1641,12,1,10,1,7,12
1642,12,3,10,1,7,12
1643,12,1,10,1,7,12
1644,12,3,10,1,7,12
1645,12,1,10,1,7,12
1646,12,3,11,1,7,12
1647,12,3,10,1,7,12
1648,12,3,10,1,7,12
1649,12,3,10,1,7,12
1650,12,1,10,1,7,12
1651,12,1,12,1,6,12
1652,12,1,11,1,8,12
1653,12,1,11,1,7,12
1654,12,3,10,1,5,12
1655,12,1,10,1,5,12
1656,12,1,10,1,5,12
1657,12,3,10,1,5,12
1658,12,1,11,1,5,12
1659,12,3,11,1,5,12
1660,12,3,10,1,5,12
1661,12,3,11,1,5,12
1662,12,1,11,2,5,12
1663,12,1,10,2,5,12
1664,12,3,10,2,5,12
1665,12,1,10,2,5,12
1666,12,1,10,2,5,12
1667,12,3,11,2,5,12
1668,12,1,11,2,5,12
1669,12,3,10,2,5,12
1670,12,2,11,2,5,12
1671,12,2,10,2,5,12
1672,12,2,10,4,1,12
1673,12,2,11,2,5,12
1674,12,1,10,2,5,12
1675,12,1,10,2,6,12
1676,12,1,11,2,5,12
1677,12,1,10,2,1,12
1678,12,1,8,2,5,12
1679,12,1,10,2,5,12
1680,12,1,10,2,5,12
1681,12,3,8,2,5,12
1682,12,3,11,2,1,12
1683,12,1,11,2,2,12
1684,12,3,10,2,2,12
1685,12,1,11,2,1,12
1686,12,1,10,2,5,12
1687,12,1,11,2,2,12
1688,12,3,10,2,2,12
1689,12,1,11,2,5,12
1690,12,1,10,2,4,10
1691,12,3,11,2,2,12
1692,12,1,12,4,2,12
1693,12,3,12,2,5,12
1694,12,1,11,2,2,12
1695,12,3,11,2,1,12
1696,12,1,11,2,2,12
1697,12,3,11,2,2,12
1698,12,3,11,2,1,12
1699,12,1,10,2,4,12
1700,12,3,11,2,1,12
1701,12,1,11,2,1,12
1702,12,3,11,2,1,12
1703,12,1,10,2,1,12
1704,12,3,10,2,1,11
1705,12,3,11,2,1,12
1706,12,3,10,2,1,12
1707,12,1,11,2,1,12
1708,12,3,11,2,1,12
1709,12,1,10,2,1,11
1710,12,3,10,2,1,12
1711,12,1,11,2,1,12
1712,12,3,10,2,1,12
1713,12,3,10,2,3,10
1714,12,1,11,2,4,10
1715,12,1,11,4,1,10
1716,12,1,10,2,4,10
1717,12,1,12,2,4,10
1718,12,1,11,2,4,10
1719,12,3,11,2,1,9
1720,12,3,10,2,1,10
1721,12,1,11,2,1,10
1722,12,3,8,2,1,9
1723,12,3,10,2,1,10
1724,12,1,11,2,1,10
1725,12,1,10,2,1,10
1726,12,3,10,2,1,9
1727,12,3,10,2,1,10
1728,12,1,11,2,1,10
1729,12,3,10,2,1,8
1730,12,3,11,2,1,9
1731,12,1,10,2,1,9
1732,10,1,11,2,1,9
1733,10,1,11,2,1,9
1734,12,1,11,2,1,9
1735,12,1,10,2,1,10
1736,10,1,11,2,1,12
1737,10,1,11,2,1,10
1738,12,1,11,2,1,9
1739,10,1,11,2,1,9
1740,10,1,11,2,1,12
1741,10,1,11,4,1,10
1742,10,1,11,2,1,10
1743,10,1,10,2,1,10
1744,12,3,11,2,4,10
1745,10,2,11,2,4,10
1746,10,2,10,2,4,10
1747,10,2,10,2,4,11
1748,10,2,11,4,3,11
1749,10,2,11,4,2,12
1750,10,2,10,2,2,12
1751,12,2,11,4,3,10
1752,10,2,10,2,1,12
1753,10,2,11,2,1,12
1754,10,2,10,2,3,12
1755,10,2,10,2,2,12
1756,10,2,10,2,3,12
1757,10,2,11,2,2,12
1758,10,2,11,1,2,12
1759,12,2,10,2,3,12
1760,12,2,11,2,1,12
1761,10,2,11,2,2,12
1762,12,2,11,2,2,12
1763,10,2,10,2,1,12
1764,12,2,10,2,2,12
1765,12,1,10,2,1,12
1766,12,1,10,2,4,12
1767,12,1,11,2,2,12
1768,12,1,10,2,2,12
1769,10,1,10,2,2,12
1770,12,1,10,2,3,12
1771,10,1,11,2,2,12
1772,12,1,10,4,2,12
1773,12,1,11,2,1,12
1774,12,1,10,2,1,12
1775,10,1,10,2,5,12
1776,10,1,10,2,1,12
1777,10,1,11,4,1,12
1778,10,1,11,2,1,11
1779,10,1,11,2,1,12
1780,10,1,10,2,1,12
1781,12,1,10,2,2,12
1782,10,1,11,2,1,12
1783,12,1,11,1,4,12
1784,10,1,10,2,4,12
1785,10,1,11,2,4,12
1786,12,1,11,3,4,12
1787,12,1,10,2,1,11
1788,10,1,10,2,4,12
1789,12,1,11,1,4,12
1790,12,1,10,2,1,12
1791,12,1,10,2,2,12
1792,12,1,10,2,1,12
1793,12,1,11,2,1,12
1794,12,1,11,2,1,12
1795,12,1,11,2,4,12
1796,12,1,11,2,4,11
1797,12,1,11,2,1,12
1798,12,1,10,2,4,12
1799,12,1,10,2,1,12
1800,12,1,11,2,2,12
1801,12,1,10,4,3,12
1802,12,1,10,2,3,12
1803,12,1,10,2,4,12
1804,12,1,10,2,1,12
1805,12,2,10,2,2,2
1806,12,4,10,1,2,2
1807,12,4,11,1,2,2
1808,12,4,11,1,2,6
1809,12,4,10,1,12,1
1810,12,4,12,1,12,6
1811,12,4,11,1,12,6
1812,12,4,11,1,12,6
1813,12,4,12,1,12,1
1814,12,4,11,1,12,1
1815,12,4,11,1,12,1
1816,12,4,12,1,11,1
1817,12,4,12,1,12,1
1818,12,4,12,1,12,1
1819,12,4,11,1,12,1
1820,12,4,11,1,12,1
1821,12,4,11,1,12,1
1822,12,4,11,1,12,1
1823,12,4,12,1,12,1
1824,12,4,11,1,12,1
1825,12,4,11,1,12,1
1826,12,4,11,1,12,1
1827,12,4,11,1,12,1
1828,12,4,11,1,12,1
1829,12,4,11,1,12,1
1830,12,4,11,1,12,1
1831,12,4,11,1,12,1
1832,12,4,11,1,12,1
1833,12,4,11,1,12,1
1834,12,4,11,1,12,1
1835,12,4,11,1,12,1
1836,12,4,11,1,12,6
1837,12,4,11,1,12,1
1838,12,4,10,1,12,1
1839,12,4,11,1,12,1
1840,12,4,11,1,12,1
1841,12,4,11,1,12,3
1842,12,4,11,1,12,1
1843,12,4,11,1,12,5
1844,12,4,11,1,12,12
1845,12,4,11,1,12,12
1846,12,4,11,1,12,12
1847,12,4,12,1,10,12
1848,12,4,11,1,1,12
1849,12,4,11,1,1,12
1850,12,4,11,1,1,12
1851,12,4,11,1,1,12
1852,12,4,11,1,2,12
1853,12,4,11,1,1,12
1854,12,4,12,1,1,12
1855,12,4,11,1,2,12
1856,12,4,11,1,1,12
1857,12,4,10,1,3,12
1858,12,4,11,1,3,12
1859,12,4,11,3,2,12
1860,12,4,11,1,2,12
1861,12,4,11,1,2,11
1862,12,4,11,1,2,12
1863,12,4,12,1,2,11
1864,12,4,10,1,1,12
1865,12,1,11,1,2,12
1866,12,1,11,1,1,6
1867,12,1,11,1,1,7
1868,12,4,11,1,1,12
1869,12,4,11,1,1,12
1870,12,1,11,1,1,6
1871,12,1,11,1,1,12
1872,12,4,11,1,1,12
1873,12,1,10,1,1,12
1874,12,4,11,1,1,12
1875,12,1,11,1,1,12
1876,12,4,11,1,1,12
1877,12,1,11,1,1,12
1878,12,3,11,1,1,12
1879,12,4,11,1,1,12
1880,12,4,12,1,1,12
1881,12,1,11,1,1,12
1882,12,1,11,1,1,12
1883,12,1,12,1,1,12
1884,12,1,11,1,1,12
1885,12,4,11,1,1,12
1886,12,4,10,1,1,12
1887,12,1,11,1,1,7
1888,12,1,9,1,1,12
1889,12,1,11,1,1,12
1890,12,1,12,1,1,12
1891,12,1,12,1,1,12
1892,12,1,11,1,1,12
1893,12,1,11,1,1,12
1894,12,4,12,1,1,7
1895,12,4,11,1,1,12
1896,12,4,11,1,1,12
1897,12,4,10,1,1,12
1898,12,4,11,1,1,7
1899,12,4,11,1,1,12
1900,12,4,11,1,1,12
1901,12,1,11,1,1,12
1902,12,4,11,1,1,12
1903,12,4,11,1,1,12
1904,12,4,10,1,1,12
1905,12,4,11,1,1,12
1906,12,4,11,1,1,12
1907,12,1,11,1,1,12
1908,12,4,11,1,1,12
1909,12,4,11,1,1,12
1910,12,1,11,1,1,12
